Rodada;NumeroArea;ProcessoMinerario;Situacao;Modalidade;RegimeDisponibilidade;Municipio;UnidadeFederacao;AreaPoligonal;ValorLanceVencedorReais;NomeVencedor;CpfCnpjVencedor
4;1237;886333/2013;Conquistada;Oferta Pública;Pesquisa;PIMENTA BUENO;Rondônia;49,97;0,00;Francisca Leuriane da silva cunha;004.***.***94
4;1238;886375/2014;Arrematada;Proposta Fechada;Pesquisa;NOVO HORIZONTE DO OESTE;Rondônia;3150,04;15000,00;MINERADORA TERRA EXTRACAO DE AREIA EIRELI;334.**.***/****70
4;1238;886375/2014;Aguardando Leilão;Oferta Pública;Pesquisa;NOVO HORIZONTE DO OESTE;Rondônia;3150,04;0,00;;
4;1239;886401/2014;Conquistada;Oferta Pública;Pesquisa;CACOAL;Rondônia;4,74;0,00;Francisca Leuriane da silva cunha;004.***.***94
4;1240;886438/2013;Aguardando Leilão;Oferta Pública;Pesquisa;JARU;Rondônia;49,35;0,00;;
4;1240;886438/2013;Arrematada;Proposta Fechada;Pesquisa;JARU;Rondônia;49,35;60000,00;TERRA MATERIAIS PARA CONSTRUCOES LTDA;049.**.***/****75
4;1241;886442/2014;Aguardando Leilão;Oferta Pública;Pesquisa;CACOAL;Rondônia;17,94;0,00;;
4;1241;886442/2014;Livre;Proposta Fechada;Pesquisa;CACOAL;Rondônia;17,94;0,00;;
4;1242;886464/2014;Livre;Proposta Fechada;Pesquisa;CUJUBIM;Rondônia;49,88;0,00;;
4;1242;886464/2014;Aguardando Leilão;Oferta Pública;Pesquisa;CUJUBIM;Rondônia;49,88;0,00;;
4;1243;886548/2014;Conquistada;Oferta Pública;Pesquisa;PIMENTA BUENO;Rondônia;49,58;0,00;Francisca Leuriane da silva cunha;004.***.***94
4;1244;886574/2014;Conquistada;Oferta Pública;Pesquisa;JI-PARANÁ;Rondônia;44,34;0,00;Francisca Leuriane da silva cunha;004.***.***94
4;1245;300478/2017;Livre;Oferta Pública;Pesquisa;PROTÁSIO ALVES;Rio Grande do Sul;11,41;0,00;;
4;1246;810002/2019;Livre;Oferta Pública;Pesquisa;MARAU;Rio Grande do Sul;2,45;0,00;;
4;1247;810005/2015;Arrematada;Proposta Fechada;Pesquisa;VIAMÃO;Rio Grande do Sul;628,47;111000,00;JAZIDA ECKERT LTDA;028.**.***/****94
4;1247;810005/2015;Aguardando Leilão;Oferta Pública;Pesquisa;VIAMÃO;Rio Grande do Sul;628,47;0,00;;
4;1248;810015/2008;Conquistada;Oferta Pública;Pesquisa;ROSÁRIO DO SUL;Rio Grande do Sul;3,53;0,00;MINERACAO JOBIM LTDA;078.**.***/****17
4;1249;810019/2018;Livre;Oferta Pública;Pesquisa;SÃO SEPÉ;Rio Grande do Sul;1,96;0,00;;
4;1250;810035/2016;Livre;Oferta Pública;Pesquisa;FLORES DA CUNHA;Rio Grande do Sul;3,88;0,00;;
4;1251;810042/2011;Arrematada;Proposta Fechada;Pesquisa;CAXIAS DO SUL;Rio Grande do Sul;98,98;5101,00;SOLO MINERAL EXTRACAO DE AREIA LTDA;142.**.***/****03
4;1251;810042/2011;Aguardando Leilão;Oferta Pública;Pesquisa;CAXIAS DO SUL;Rio Grande do Sul;98,98;0,00;;
4;1252;810067/2016;Livre;Oferta Pública;Pesquisa;TAQUARA;Rio Grande do Sul;1,05;0,00;;
4;1253;810073/2017;Livre;Oferta Pública;Pesquisa;SÃO DOMINGOS DO SUL;Rio Grande do Sul;4,53;0,00;;
4;1254;810077/2012;Conquistada;Oferta Pública;Pesquisa;GUAÍBA;Rio Grande do Sul;1,95;0,00;CONSTRUTORA SULTEPA SA  EM RECUPERACAO JUDICIAL;897.**.***/****33
4;1255;810079/2016;Livre;Oferta Pública;Pesquisa;SÃO MARCOS;Rio Grande do Sul;1,38;0,00;;
4;1256;810121/2018;Livre;Oferta Pública;Pesquisa;PARAÍ;Rio Grande do Sul;1,20;0,00;;
4;1257;810122/2011;Livre;Oferta Pública;Pesquisa;NOVA PRATA;Rio Grande do Sul;0,89;0,00;;
4;1258;810131/2005;Aguardando Leilão;Oferta Pública;Pesquisa;ARARICÁ;Rio Grande do Sul;50,00;0,00;;
4;1258;810131/2005;Arrematada;Proposta Fechada;Pesquisa;ARARICÁ;Rio Grande do Sul;50,00;13221,00;BIZZI & ASSOCIADOS, SERVICOS GEOLOGICOS E PARTICIPACOES NO DESENVOLVIMENTO DE RECURSOS MINERAIS LTDA;060.**.***/****64
4;1259;810136/2013;Livre;Oferta Pública;Pesquisa;SERTÃO SANTANA;Rio Grande do Sul;1,08;0,00;;
4;1260;810137/2014;Livre;Oferta Pública;Pesquisa;VILA FLORES;Rio Grande do Sul;1,63;0,00;;
4;1261;810137/2019;Livre;Oferta Pública;Pesquisa;TAQUARA;Rio Grande do Sul;2,50;0,00;;
4;1262;810138/2014;Livre;Oferta Pública;Pesquisa;VILA FLORES;Rio Grande do Sul;0,72;0,00;;
4;1263;810145/2008;Livre;Oferta Pública;Pesquisa;VENÂNCIO AIRES;Rio Grande do Sul;908,83;0,00;;
4;1264;810150/2017;Conquistada;Oferta Pública;Pesquisa;TRÊS COROAS;Rio Grande do Sul;1,75;0,00;ALEXANDRE FISCHER;728.***.***15
4;1265;810158/2008;Livre;Oferta Pública;Pesquisa;NOVA PRATA;Rio Grande do Sul;1,96;0,00;;
4;1266;810162/2019;Livre;Oferta Pública;Pesquisa;SÃO LOURENÇO DO SUL;Rio Grande do Sul;1,51;0,00;;
4;1267;810183/2009;Conquistada;Oferta Pública;Pesquisa;CAMAQUÃ;Rio Grande do Sul;3,54;0,00;EXPLOR MINING LTDA;425.**.***/****02
4;1268;810184/2012;Livre;Oferta Pública;Pesquisa;SOBRADINHO;Rio Grande do Sul;1,43;0,00;;
4;1269;810184/2016;Aguardando Leilão;Oferta Pública;Pesquisa;GENERAL CÂMARA;Rio Grande do Sul;759,49;0,00;;
4;1269;810184/2016;Livre;Proposta Fechada;Pesquisa;GENERAL CÂMARA;Rio Grande do Sul;759,49;0,00;;
4;1270;810190/2010;Conquistada;Oferta Pública;Pesquisa;TRAMANDAÍ;Rio Grande do Sul;34,10;0,00;ECOREAL ENGENHARIA LTDA;207.**.***/****62
4;1271;810194/2016;Livre;Oferta Pública;Pesquisa;CRISSIUMAL;Rio Grande do Sul;2,93;0,00;;
4;1272;810196/2018;Livre;Oferta Pública;Pesquisa;SANTO ANTÔNIO DA PATRULHA;Rio Grande do Sul;0,36;0,00;;
4;1273;810197/2015;Livre;Oferta Pública;Pesquisa;PARAÍ;Rio Grande do Sul;1,82;0,00;;
4;1274;810204/2015;Livre;Oferta Pública;Pesquisa;IGREJINHA;Rio Grande do Sul;2,61;0,00;;
4;1275;810228/2016;Livre;Oferta Pública;Pesquisa;RESTINGA SÊCA;Rio Grande do Sul;5,86;0,00;;
4;1276;810250/2016;Aguardando Leilão;Oferta Pública;Pesquisa;PANTANO GRANDE;Rio Grande do Sul;78,25;0,00;;
4;1276;810250/2016;Arrematada;Proposta Fechada;Pesquisa;PANTANO GRANDE;Rio Grande do Sul;78,25;31000,00;IRMAOS CIOCCARI E CIA LTDA;876.**.***/****41
4;1277;810253/2017;Livre;Oferta Pública;Pesquisa;ELDORADO DO SUL;Rio Grande do Sul;50,00;0,00;;
4;1278;810259/2012;Livre;Oferta Pública;Pesquisa;CAPITÃO;Rio Grande do Sul;1,92;0,00;;
4;1279;810273/2019;Livre;Oferta Pública;Pesquisa;SERTÃO SANTANA;Rio Grande do Sul;0,39;0,00;;
4;1280;810278/2016;Livre;Oferta Pública;Pesquisa;SANTA CRUZ DO SUL;Rio Grande do Sul;3,04;0,00;;
4;1281;810282/2012;Livre;Oferta Pública;Pesquisa;SÃO VALENTIM DO SUL;Rio Grande do Sul;6,45;0,00;;
4;1282;810313/2015;Livre;Oferta Pública;Pesquisa;ANTÔNIO PRADO;Rio Grande do Sul;6,41;0,00;;
4;1283;810316/2015;Livre;Oferta Pública;Pesquisa;CERRO BRANCO;Rio Grande do Sul;3,30;0,00;;
4;1284;810321/2012;Livre;Oferta Pública;Pesquisa;TAQUARA;Rio Grande do Sul;0,38;0,00;;
4;1285;810322/2019;Livre;Oferta Pública;Pesquisa;SAPIRANGA;Rio Grande do Sul;4,98;0,00;;
4;1286;810340/2019;Livre;Oferta Pública;Pesquisa;CAMPESTRE DA SERRA;Rio Grande do Sul;0,48;0,00;;
4;1287;810344/2018;Livre;Oferta Pública;Pesquisa;VALE DO SOL;Rio Grande do Sul;0,04;0,00;;
4;1288;810344/2019;Livre;Oferta Pública;Pesquisa;VILA FLORES;Rio Grande do Sul;3,05;0,00;;
4;1289;810345/2013;Livre;Oferta Pública;Pesquisa;SÃO LOURENÇO DO SUL;Rio Grande do Sul;9,67;0,00;;
4;1290;810345/2019;Livre;Oferta Pública;Pesquisa;PARAÍ;Rio Grande do Sul;2,14;0,00;;
4;1291;810347/2009;Conquistada;Oferta Pública;Pesquisa;GUAÍBA;Rio Grande do Sul;19,27;0,00;CONSTRUTORA SULTEPA SA  EM RECUPERACAO JUDICIAL;897.**.***/****33
4;1292;810352/2012;Livre;Oferta Pública;Pesquisa;TABAÍ;Rio Grande do Sul;3,36;0,00;;
4;1293;810355/2013;Livre;Oferta Pública;Pesquisa;SÃO LOURENÇO DO SUL;Rio Grande do Sul;1,92;0,00;;
4;1294;810370/2015;Livre;Oferta Pública;Pesquisa;CRUZ ALTA;Rio Grande do Sul;5,00;0,00;;
4;1295;810372/2011;Conquistada;Oferta Pública;Pesquisa;NOVA PETRÓPOLIS;Rio Grande do Sul;3,93;0,00;TONEZER EXTRACAO & COMERCIO DE BRITA EIRELI;930.**.***/****80
4;1296;810375/2017;Livre;Oferta Pública;Pesquisa;VANINI;Rio Grande do Sul;4,07;0,00;;
4;1297;810377/2016;Livre;Oferta Pública;Pesquisa;ARROIO DO MEIO;Rio Grande do Sul;1,50;0,00;;
4;1298;810378/2016;Livre;Oferta Pública;Pesquisa;ARROIO DO MEIO;Rio Grande do Sul;0,40;0,00;;
4;1299;810379/2012;Livre;Oferta Pública;Pesquisa;SANTA CRUZ DO SUL;Rio Grande do Sul;0,02;0,00;;
4;1300;810380/2009;Arrematada;Proposta Fechada;Pesquisa;LAVRAS DO SUL;Rio Grande do Sul;963,02;2430,00;BRUNO NUNES MACHADO;019.***.***93
4;1300;810380/2009;Aguardando Leilão;Oferta Pública;Pesquisa;LAVRAS DO SUL;Rio Grande do Sul;963,02;0,00;;
4;1301;810398/2016;Livre;Oferta Pública;Pesquisa;CERRO BRANCO;Rio Grande do Sul;2,78;0,00;;
4;1302;810400/2010;Livre;Oferta Pública;Pesquisa;VANINI;Rio Grande do Sul;1,98;0,00;;
4;1303;810401/2010;Livre;Oferta Pública;Pesquisa;VANINI;Rio Grande do Sul;1,00;0,00;;
4;1304;810402/2010;Conquistada;Oferta Pública;Pesquisa;VANINI;Rio Grande do Sul;1,68;0,00;ITACIR VICENSI;084.**.***/****53
4;1305;810410/2018;Livre;Oferta Pública;Pesquisa;ENCANTADO;Rio Grande do Sul;1,77;0,00;;
4;1306;810423/2013;Conquistada;Oferta Pública;Pesquisa;CASCA;Rio Grande do Sul;1,09;0,00;ROQUE DAL MOLIN;204.***.***49
4;1307;810427/2013;Livre;Oferta Pública;Pesquisa;TAQUARA;Rio Grande do Sul;0,46;0,00;;
4;1308;810428/2018;Livre;Oferta Pública;Pesquisa;NOVO HAMBURGO;Rio Grande do Sul;0,86;0,00;;
4;1309;810429/2018;Livre;Oferta Pública;Pesquisa;BARRA DO RIBEIRO;Rio Grande do Sul;39,24;0,00;;
4;1310;810435/2013;Livre;Oferta Pública;Pesquisa;RESTINGA SÊCA;Rio Grande do Sul;9,05;0,00;;
4;1311;810449/2011;Livre;Oferta Pública;Pesquisa;CAMPO BOM;Rio Grande do Sul;5,48;0,00;;
4;1312;810461/2012;Conquistada;Oferta Pública;Pesquisa;ITAARA;Rio Grande do Sul;5,88;0,00;BRITA PINHAL INDUSTRIA E COMERCIO LTDA;880.**.***/****94
4;1313;810461/2014;Livre;Oferta Pública;Pesquisa;IBIRAPUITÃ;Rio Grande do Sul;1,83;0,00;;
4;1314;810463/2016;Conquistada;Oferta Pública;Pesquisa;ÁUREA;Rio Grande do Sul;5,03;0,00;ANDREETTA & CIA LTDA;876.**.***/****06
4;1315;810481/2011;Livre;Oferta Pública;Pesquisa;TRÊS FORQUILHAS;Rio Grande do Sul;0,60;0,00;;
4;1316;810487/2012;Livre;Oferta Pública;Pesquisa;PARAÍ;Rio Grande do Sul;0,97;0,00;;
4;1317;810507/2017;Livre;Oferta Pública;Pesquisa;TAQUARA;Rio Grande do Sul;0,26;0,00;;
4;1318;810514/2011;Livre;Oferta Pública;Pesquisa;SAPIRANGA;Rio Grande do Sul;1,93;0,00;;
4;1319;810518/2010;Arrematada;Proposta Fechada;Pesquisa;SÃO SEPÉ;Rio Grande do Sul;1022,68;30324,00;AGUIA FERTILIZANTES S.A.;151.**.***/****95
4;1319;810518/2010;Aguardando Leilão;Oferta Pública;Pesquisa;SÃO SEPÉ;Rio Grande do Sul;1022,68;0,00;;
4;1320;810520/2013;Livre;Oferta Pública;Pesquisa;TAQUARA;Rio Grande do Sul;0,21;0,00;;
4;1321;810534/2017;Livre;Oferta Pública;Pesquisa;ANTÔNIO PRADO;Rio Grande do Sul;2,81;0,00;;
4;1322;810541/2017;Livre;Oferta Pública;Pesquisa;CERRO GRANDE DO SUL;Rio Grande do Sul;1,25;0,00;;
4;1323;810543/2018;Livre;Oferta Pública;Pesquisa;PRESIDENTE LUCENA;Rio Grande do Sul;1,20;0,00;;
4;1324;810548/2008;Livre;Oferta Pública;Pesquisa;ARARICÁ;Rio Grande do Sul;2,71;0,00;;
4;1325;810549/2015;Livre;Oferta Pública;Pesquisa;CANDELÁRIA;Rio Grande do Sul;0,84;0,00;;
4;1326;810593/2012;Livre;Oferta Pública;Pesquisa;NOVA ROMA DO SUL;Rio Grande do Sul;1,95;0,00;;
4;1327;810607/2016;Livre;Oferta Pública;Pesquisa;SÃO JORGE;Rio Grande do Sul;0,77;0,00;;
4;1328;810607/2018;Livre;Oferta Pública;Pesquisa;CANDELÁRIA;Rio Grande do Sul;4,88;0,00;;
4;1329;810609/2012;Conquistada;Oferta Pública;Pesquisa;TAQUARA;Rio Grande do Sul;7,14;0,00;ISABEL CORNELY STUMPF E CIA LTDA;109.**.***/****52
4;1330;810611/2016;Conquistada;Oferta Pública;Pesquisa;DAVID CANABARRO;Rio Grande do Sul;1,29;0,00;JOAO ANTONIO DE CEZARO;502.***.***87
4;1331;810619/2017;Livre;Oferta Pública;Pesquisa;NOVA PRATA;Rio Grande do Sul;1,00;0,00;;
4;1332;810645/2014;Livre;Oferta Pública;Pesquisa;PARAÍ;Rio Grande do Sul;0,95;0,00;;
4;1333;810651/2015;Livre;Oferta Pública;Pesquisa;CARAZINHO;Rio Grande do Sul;1,94;0,00;;
4;1334;810657/2014;Conquistada;Oferta Pública;Pesquisa;SÃO LEOPOLDO;Rio Grande do Sul;44,93;0,00;GS EXTRACAO E COMERCIO DE AREIA LTDA;820.**.***/****02
4;1335;810658/2018;Livre;Oferta Pública;Pesquisa;PARAÍ;Rio Grande do Sul;1,36;0,00;;
4;1336;810662/2016;Livre;Oferta Pública;Pesquisa;CAPELA DE SANTANA;Rio Grande do Sul;5,01;0,00;;
4;1337;810675/2017;Livre;Oferta Pública;Pesquisa;CRUZEIRO DO SUL;Rio Grande do Sul;3,02;0,00;;
4;1338;810695/2012;Livre;Oferta Pública;Pesquisa;CAMPO BOM;Rio Grande do Sul;4,66;0,00;;
4;1339;810715/2017;Livre;Oferta Pública;Pesquisa;FAZENDA VILANOVA;Rio Grande do Sul;4,91;0,00;;
4;1340;810762/2010;Livre;Oferta Pública;Pesquisa;SANTA MARIA;Rio Grande do Sul;17,70;0,00;;
4;1341;810767/2013;Livre;Oferta Pública;Pesquisa;NOVA SANTA RITA;Rio Grande do Sul;2,00;0,00;;
4;1342;810773/2013;Livre;Oferta Pública;Pesquisa;FARROUPILHA;Rio Grande do Sul;0,85;0,00;;
4;1343;810775/2013;Livre;Oferta Pública;Pesquisa;SANTA MARIA;Rio Grande do Sul;0,90;0,00;;
4;1344;810788/2015;Livre;Oferta Pública;Pesquisa;VALE REAL;Rio Grande do Sul;0,79;0,00;;
4;1345;810788/2016;Livre;Oferta Pública;Pesquisa;ENCRUZILHADA DO SUL;Rio Grande do Sul;2,17;0,00;;
4;1346;810806/2018;Conquistada;Oferta Pública;Pesquisa;TAQUARA;Rio Grande do Sul;3,33;0,00;JOAO ANDRE SPERANDIO BOZ;050.***.***41
4;1347;810807/2013;Livre;Oferta Pública;Pesquisa;VANINI;Rio Grande do Sul;1,01;0,00;;
4;1348;810813/2012;Conquistada;Oferta Pública;Pesquisa;PELOTAS;Rio Grande do Sul;1972,44;0,00;Q.BUN  EXTRACAO E COMERCIO LTDA.;202.**.***/****73
4;1349;810841/2016;Livre;Oferta Pública;Pesquisa;VERANÓPOLIS;Rio Grande do Sul;1,20;0,00;;
4;1350;810852/2015;Conquistada;Oferta Pública;Pesquisa;GUAÍBA;Rio Grande do Sul;4,99;0,00;CONSTRUTORA SULTEPA SA  EM RECUPERACAO JUDICIAL;897.**.***/****33
4;1351;810853/2015;Conquistada;Oferta Pública;Pesquisa;GUAÍBA;Rio Grande do Sul;4,98;0,00;CONSTRUTORA SULTEPA SA  EM RECUPERACAO JUDICIAL;897.**.***/****33
4;1352;810878/2014;Livre;Oferta Pública;Pesquisa;CANGUÇU;Rio Grande do Sul;9,50;0,00;;
4;1353;810879/2014;Livre;Oferta Pública;Pesquisa;CANGUÇU;Rio Grande do Sul;9,50;0,00;;
4;1354;810884/2011;Livre;Oferta Pública;Pesquisa;NOVA PRATA;Rio Grande do Sul;2,00;0,00;;
4;1355;810893/2012;Conquistada;Oferta Pública;Pesquisa;CASCA;Rio Grande do Sul;0,17;0,00;ROQUE DAL MOLIN;204.***.***49
4;1356;810901/2015;Conquistada;Oferta Pública;Pesquisa;TRIUNFO;Rio Grande do Sul;49,52;0,00;CONSTRUTORA SULTEPA SA  EM RECUPERACAO JUDICIAL;897.**.***/****33
4;1357;810909/2018;Livre;Oferta Pública;Pesquisa;FARROUPILHA;Rio Grande do Sul;1,14;0,00;;
4;1358;810912/2014;Conquistada;Oferta Pública;Pesquisa;CAMPO BOM;Rio Grande do Sul;3,88;0,00;LUIZ C. DE OLIVEIRA  OLARIA;016.**.***/****52
4;1359;810913/2011;Livre;Oferta Pública;Pesquisa;TAQUARA;Rio Grande do Sul;2,01;0,00;;
4;1360;810922/2008;Arrematada;Proposta Fechada;Pesquisa;VILA NOVA DO SUL;Rio Grande do Sul;339,11;5500,00;GALVANI MERIDIONAL MINERACAO LTDA;132.**.***/****12
4;1360;810922/2008;Aguardando Leilão;Oferta Pública;Pesquisa;VILA NOVA DO SUL;Rio Grande do Sul;339,11;0,00;;
4;1361;810925/2002;Aguardando Leilão;Oferta Pública;Pesquisa;SANTO ÂNGELO;Rio Grande do Sul;4,00;0,00;;
4;1361;810925/2002;Arrematada;Proposta Fechada;Pesquisa;SANTO ÂNGELO;Rio Grande do Sul;4,00;4100,00;PROVIA PAVIMENTADORA LTDA;036.**.***/****05
4;1362;810927/2016;Livre;Oferta Pública;Pesquisa;NOVA PRATA;Rio Grande do Sul;0,64;0,00;;
4;1363;810936/2012;Livre;Oferta Pública;Pesquisa;ANTA GORDA;Rio Grande do Sul;1,57;0,00;;
4;1364;810939/2014;Livre;Oferta Pública;Pesquisa;CANGUÇU;Rio Grande do Sul;9,50;0,00;;
4;1365;810940/2014;Livre;Oferta Pública;Pesquisa;CANGUÇU;Rio Grande do Sul;9,50;0,00;;
4;1366;810947/2013;Conquistada;Oferta Pública;Pesquisa;CAPELA DE SANTANA;Rio Grande do Sul;218,45;0,00;Giancarlo Trosciski Rigon;014.***.***70
4;1367;810964/2014;Conquistada;Oferta Pública;Pesquisa;SÃO LOURENÇO DO SUL;Rio Grande do Sul;1,96;0,00;DANIEL BRITTO DOS SANTOS;827.***.***04
4;1368;810971/2007;Aguardando Leilão;Oferta Pública;Pesquisa;SÃO SEPÉ;Rio Grande do Sul;837,31;0,00;;
4;1368;810971/2007;Arrematada;Proposta Fechada;Pesquisa;SÃO SEPÉ;Rio Grande do Sul;837,31;4159,00;AGUIA FERTILIZANTES S.A.;151.**.***/****95
4;1369;810977/2014;Livre;Oferta Pública;Pesquisa;VENÂNCIO AIRES;Rio Grande do Sul;1,99;0,00;;
4;1370;810981/2014;Conquistada;Oferta Pública;Pesquisa;VALE VERDE;Rio Grande do Sul;49,23;0,00;GS EXTRACAO E COMERCIO DE AREIA LTDA;820.**.***/****02
4;1371;810986/2017;Aguardando Leilão;Oferta Pública;Pesquisa;SANTO ANTÔNIO DA PATRULHA;Rio Grande do Sul;93,52;0,00;;
4;1371;810986/2017;Arrematada;Proposta Fechada;Pesquisa;SANTO ANTÔNIO DA PATRULHA;Rio Grande do Sul;93,52;18888,00;DEIVIDI PEREIRA BRAGA;335.**.***/****96
4;1372;810994/2016;Livre;Oferta Pública;Pesquisa;PARAÍ;Rio Grande do Sul;3,13;0,00;;
4;1373;810995/2016;Livre;Oferta Pública;Pesquisa;SÃO DOMINGOS DO SUL;Rio Grande do Sul;2,73;0,00;;
4;1374;810996/2013;Livre;Oferta Pública;Pesquisa;SANTA CRUZ DO SUL;Rio Grande do Sul;2,21;0,00;;
4;1375;811000/2017;Conquistada;Oferta Pública;Pesquisa;TRÊS CACHOEIRAS;Rio Grande do Sul;1,99;0,00;MAICON DOS SANTOS LTDA;284.**.***/****97
4;1376;811005/2016;Livre;Oferta Pública;Pesquisa;TERRA DE AREIA;Rio Grande do Sul;4,95;0,00;;
4;1377;811019/2010;Livre;Oferta Pública;Pesquisa;COXILHA;Rio Grande do Sul;0,91;0,00;;
4;1378;811022/2014;Livre;Oferta Pública;Pesquisa;PARAÍ;Rio Grande do Sul;1,08;0,00;;
4;1379;811039/2015;Arrematada;Proposta Fechada;Pesquisa;CAPELA DE SANTANA;Rio Grande do Sul;160,17;6500,00;Giancarlo Trosciski Rigon;014.***.***70
4;1379;811039/2015;Aguardando Leilão;Oferta Pública;Pesquisa;CAPELA DE SANTANA;Rio Grande do Sul;160,17;0,00;;
4;1380;811040/2015;Arrematada;Proposta Fechada;Pesquisa;CAPELA DE SANTANA;Rio Grande do Sul;44,74;50350,00;CONSTRUSINOS IND E COM DE ARTEFATOS DE CIMENTO LTDA;918.**.***/****80
4;1380;811040/2015;Aguardando Leilão;Oferta Pública;Pesquisa;CAPELA DE SANTANA;Rio Grande do Sul;44,74;0,00;;
4;1381;811047/2017;Conquistada;Oferta Pública;Pesquisa;RIO PARDO;Rio Grande do Sul;28,18;0,00;LETICIA BEATRIZ BAUMGARTEN;764.***.***00
4;1382;811051/2014;Conquistada;Oferta Pública;Pesquisa;PASSO FUNDO;Rio Grande do Sul;1,74;0,00;ecosmart tratamento de residuos;028.***.***60
4;1383;811057/2013;Livre;Oferta Pública;Pesquisa;TAQUARA;Rio Grande do Sul;0,05;0,00;;
4;1384;811067/2013;Aguardando Leilão;Oferta Pública;Pesquisa;CAPÃO DO LEÃO;Rio Grande do Sul;116,59;0,00;;
4;1384;811067/2013;Arrematada;Proposta Fechada;Pesquisa;CAPÃO DO LEÃO;Rio Grande do Sul;116,59;55000,00;VILSON L C TIMM;914.**.***/****74
4;1385;811080/2015;Conquistada;Oferta Pública;Pesquisa;GRAMADO;Rio Grande do Sul;1,70;0,00;CONSTRUTORA SULTEPA SA  EM RECUPERACAO JUDICIAL;897.**.***/****33
4;1386;811082/2015;Livre;Oferta Pública;Pesquisa;CANUDOS DO VALE;Rio Grande do Sul;1,14;0,00;;
4;1387;811087/2012;Livre;Oferta Pública;Pesquisa;SENTINELA DO SUL;Rio Grande do Sul;2,00;0,00;;
4;1388;811092/2015;Livre;Oferta Pública;Pesquisa;SAPIRANGA;Rio Grande do Sul;1,91;0,00;;
4;1389;811104/2016;Livre;Oferta Pública;Pesquisa;NOVA PALMA;Rio Grande do Sul;1,88;0,00;;
4;1390;811140/2014;Livre;Oferta Pública;Pesquisa;TAPES;Rio Grande do Sul;2,63;0,00;;
4;1391;811142/2017;Livre;Oferta Pública;Pesquisa;CHARQUEADAS;Rio Grande do Sul;3,79;0,00;;
4;1392;811143/2017;Livre;Oferta Pública;Pesquisa;CHARQUEADAS;Rio Grande do Sul;4,63;0,00;;
4;1393;811149/2009;Livre;Oferta Pública;Pesquisa;SÃO JOÃO DO POLÊSINE;Rio Grande do Sul;3,06;0,00;;
4;1394;811160/2009;Livre;Oferta Pública;Pesquisa;PARAÍ;Rio Grande do Sul;1,93;0,00;;
4;1395;811164/2014;Livre;Oferta Pública;Pesquisa;CAMPO BOM;Rio Grande do Sul;1,97;0,00;;
4;1396;811168/2014;Conquistada;Oferta Pública;Pesquisa;PASSO FUNDO;Rio Grande do Sul;50,42;0,00;MARILIN BARROS GATELLI;936.***.***91
4;1397;811199/2012;Conquistada;Oferta Pública;Pesquisa;SÃO JOÃO DO POLÊSINE;Rio Grande do Sul;4,19;0,00;CONSTRUTORA CONTINENTAL DE SAO PAULO LTDA;613.**.***/****04
4;1398;811203/2014;Livre;Oferta Pública;Pesquisa;JACUIZINHO;Rio Grande do Sul;6,02;0,00;;
4;1399;811229/2016;Livre;Oferta Pública;Pesquisa;SENTINELA DO SUL;Rio Grande do Sul;1,50;0,00;;
4;1400;811254/2014;Livre;Oferta Pública;Pesquisa;NOVA PETRÓPOLIS;Rio Grande do Sul;1,90;0,00;;
4;1401;811262/2014;Conquistada;Oferta Pública;Pesquisa;BOM PRINCÍPIO;Rio Grande do Sul;1,43;0,00;CERAMICA KASPARY LTDA;909.**.***/****52
4;1402;811265/2011;Livre;Oferta Pública;Pesquisa;TAQUARI;Rio Grande do Sul;1,99;0,00;;
4;1403;811271/2012;Livre;Oferta Pública;Pesquisa;SAPIRANGA;Rio Grande do Sul;4,83;0,00;;
4;1404;811275/2012;Livre;Oferta Pública;Pesquisa;TAQUARA;Rio Grande do Sul;0,65;0,00;;
4;1405;811281/2013;Livre;Oferta Pública;Pesquisa;CAMPESTRE DA SERRA;Rio Grande do Sul;1,19;0,00;;
4;1406;811298/2015;Livre;Oferta Pública;Pesquisa;NOVA PRATA;Rio Grande do Sul;2,02;0,00;;
4;1407;811304/2015;Livre;Oferta Pública;Pesquisa;CRUZEIRO DO SUL;Rio Grande do Sul;1,89;0,00;;
4;1408;811306/2013;Livre;Proposta Fechada;Pesquisa;CACHOEIRA DO SUL;Rio Grande do Sul;29,99;0,00;;
4;1408;811306/2013;Aguardando Leilão;Oferta Pública;Pesquisa;CACHOEIRA DO SUL;Rio Grande do Sul;29,99;0,00;;
4;1409;811318/2011;Livre;Oferta Pública;Pesquisa;TERRA DE AREIA;Rio Grande do Sul;10,03;0,00;;
4;1410;811341/2013;Livre;Oferta Pública;Pesquisa;DAVID CANABARRO;Rio Grande do Sul;1,97;0,00;;
4;1411;811343/2012;Livre;Oferta Pública;Pesquisa;TAQUARA;Rio Grande do Sul;1,03;0,00;;
4;1412;811343/2016;Livre;Oferta Pública;Pesquisa;SANTA MARIA;Rio Grande do Sul;1,01;0,00;;
4;1413;811344/2015;Livre;Oferta Pública;Pesquisa;SANTO ANTÔNIO DA PATRULHA;Rio Grande do Sul;0,13;0,00;;
4;1414;811353/2014;Conquistada;Oferta Pública;Pesquisa;CASCA;Rio Grande do Sul;0,29;0,00;ROQUE DAL MOLIN;204.***.***49
4;1415;811375/2015;Livre;Oferta Pública;Pesquisa;MARQUES DE SOUZA;Rio Grande do Sul;0,70;0,00;;
